POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Stories,Alternate_Stories,New_Building_Number,Building_Constructed,Primary_Building_Use,Additional_Addresses,Public_Space_Location,Public_Space_Type,Arcade,Covered_Pedestrian_Space,Elevated_Plaza,Open_Air_Concourse,Pedestrian_Circulation_Space,Plaza,Public_Plaza,Residential_Plaza,Sidewalk_Widening,Through_Block_Arcade,Through_Block_Connection,Through_Block_Galleria,Urban_Plaza,Other_Public_Spaces,Other_Public_Spaces_List,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required_List,Hour_Of_Access_Required,Open_24_Hours,Restricted_Hours,Closing_for_Events,Amenities_Required_List,Amenities_Required,None,Artwork,Bicycle_Parking,Climate_Control,Drinking_Fountain,Elevator,Escalator,Food_Service,Lighting,Litter_Receptacles,Planting,Plaque_Sign,Programs,Restrooms,Retail_Frontage,Seating,Subway,Tables,Trees_on_Street,Trees_within_Space,Water_Feature,Other_Required,Permitted_Amenities_List,Permitted_Amenities,Open_Air_Cafe,Other_Permitted,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M080034,Manhattan,1,08,50,EAST 89 STREET,10128,"50 EAST 89 STREET, New York, NY 10128",01500,0045,Park Regis,South side of East 89th Street between Park and Madison Avenues,1974,30,,"32/69",Completed,"Co-op/Condo; Residential",,,Landscaped Open Area; Plaza (Park-Like Open Space),No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Landscaped Open Area; Plaza (Park-Like Open Space),,Philip Birnbaum,Philip Birnbaum,Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf,24 Hours; Restricted Hours,"Landscaped Open Area: 24 Hours; Plaza (Park-Like Open Space): Restricted Hours (April 16 through October 15, 8:00 am to 8:00 pm, October 16 through April 15, 8:00 am to 6:00 pm)",Yes,"April 16 through October 15, 8:00 am to 8:00 pm, October 16 through April 15, 8:00 am to 6:00 pm",,Lighting; Other Required; Planting; Seating,"Landscaped Open Area: Lighting; Landscaped Open Area: Planting (Landscaped Open Area, Plaza (Park-Like Open Space)); Plaza (Park-Like Open Space): Lighting; Plaza (Park-Like Open Space): Other Required (children's play area); Plaza (Park-Like Open Space): Planting (Landscaped Open Area, Plaza (Park-Like Open Space)); Plaza (Park-Like Open Space): Seating (sitting area)",,,,,,,,,Yes,,"Landscaped Open Area, Plaza (Park-Like Open Space); Landscaped Open Area, Plaza (Park-Like Open Space)",,,,,sitting area,,,,,,children's play area,,,,,"Full/Partial",40.782188,-73.956911 ,0996183,0224252
M080035,Manhattan,1,08,45,EAST 89 STREET,10128,"45 EAST 89 STREET, New York, NY 10128",01501,7501,,East side of Madison Avenue between East 89th and 90th Streets,1969,40,,"101/66",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Emery Roth & Sons,Emery Roth & Sons,Plaza 9587.00 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.783039,-73.956643 ,0996257,0224562
M080036,Manhattan,1,08,40,EAST 94 STREET,10128,"40 EAST 94 STREET, New York, NY 10128",01505,7502,Carnegie Hill Tower,Southeast corner of Madison Avenue and East 94th Street,1983,32,,"48/72",Completed,"Co-op/Condo; Residential",,,Access to Public Open Area; Public Open Area,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Access to Public Open Area; Public Open Area,"East 93rd Street Equities Corp./Lifford Properties",Edward V. Giannasca,Edward V. Giannasca,Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf,Restricted Hours,Access to Public Open Area: Restricted Hours (8:00 am to sunset); Public Open Area: Restricted Hours (8:00 am to sunset),,8:00 am to sunset; 8:00 am to sunset,,"Lighting; Other Required; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Public Open Area: Lighting; Public Open Area: Other Required (Public Open Area: decorative paving; sidewalk); Public Open Area: Planting (Public Open Area: 600 sf); Public Open Area: Plaque/Sign; Public Open Area: Seating (Public Open Area: 80 linear feet); Public Open Area: Trees on Street (19); Public Open Area: Trees within Space (Public Open Area: 18 required, 30 provided)",,,,,,,,,Yes,,Public Open Area: 600 sf,Yes,,,,Public Open Area: 80 linear feet,,,19,"Public Open Area: 18 required, 30 provided",,Public Open Area: decorative paving; sidewalk,,,,,"Full/Partial",40.785564,-73.954948 ,0996726,0225482
M080037,Manhattan,1,08,178,EAST 80 STREET,10075,"178 EAST 80 STREET, New York, NY 10075",01508,0038,Kenilworth,South side of East 80th Street between Third and Lexington Avenues,1972,25,,"76/67",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Kalikow Construction Corp.,Philip Birnbaum,Philip Birnbaum,Plaza 3655.00 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.774838,-73.957349 ,0996063,0221574
M080039,Manhattan,1,08,171,EAST 84 STREET,10028,"171 EAST 84 STREET, New York, NY 10028",01513,7501,Evans Tower,Northwest corner of Third Avenue and East 84th Street,1986,36,,"78/83",Completed,"Co-op/Condo; Residential",,,Residential Plaza,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Legent Realty Co.,Philip Birnbaum,Philip Birnbaum; Thomas Balsley Associates,Residential Plaza 4249.74 sf,24 Hours,Residential Plaza: 24 Hours,Yes,,,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees within Space; Water Feature","Residential Plaza: Bicycle Parking (Primary Space: 7 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (8 cubic feet); Residential Plaza: Planting (Primary Space: 524 sf required, 660 sf provided; Usable Residual Space: 113.6 sf required, 168 sf provided); Residential Plaza: Plaque/Sign (1); Residential Plaza: Seating (Primary Space: 116.4 linear feet including 11.6 lf with backs required, 118.2 lf including 105.2 lf with backs provided; Usable Residual Space: 25.2 linear feet including 2.5 lf with backs required, 40 lf with backs provided); Residential Plaza: Trees within Space (Primary Space: 6 required, 16 provided); Residential Plaza: Water Feature (114 sf)",,,Primary Space: 7 spaces,,Primary Space: 1,,,,Yes,8 cubic feet,"Primary Space: 524 sf required, 660 sf provided; Usable Residual Space: 113.6 sf required, 168 sf provided",1,,,,"Primary Space: 116.4 linear feet including 11.6 lf with backs required, 118.2 lf including 105.2 lf with backs provided; Usable Residual Space: 25.2 linear feet including 2.5 lf with backs required, 40 lf with backs provided",,,,"Primary Space: 6 required, 16 provided",114 sf,,,,,,"Full/Partial",40.777876,-73.955231 ,0996649,0222681
M080040,Manhattan,1,08,185,EAST 85 STREET,10028,"185 EAST 85 STREET, New York, NY 10028",01514,0039,Park Lane Towers,Full blockfront on west side of Third Avenue between East 85th and 86th Streets,1966,35,,"277/61",Completed,Residential,,North side of East 85th Street between Third and Lexington Avenues and through block connecting East 85th and 86th Streets between Third and Lexington Avenues,Plaza; Plaza- Connected Open Area,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Plaza- Connected Open Area,,H.I. Feldman,Arthur J. Klonsky,Plaza 13655.00 sf; Plaza- Connected Open Area 2936.00 sf,24 Hours,Plaza- Connected Open Area: 24 Hours; Plaza: 24 Hours,Yes,,,None,Plaza- Connected Open Area: None; Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.778669,-73.954732 ,0996787,0222970
M080041,Manhattan,1,08,111,EAST 85 STREET,10028,"111 EAST 85 STREET, New York, NY 10028",01514,0008,,North side of East 85th Street between Lexington and Park Avenues,1971,30,,"92/68",Completed,"Co-op/Condo; Residential",,,Arcade; Plaza,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Philip Birnbaum,Philip Birnbaum,Arcade 566.70 sf; Plaza 5581.19 sf,24 Hours,Arcade: 24 Hours; Plaza: 24 Hours,Yes,,,Lighting; Planting; Seating; Trees on Street; Trees within Space,"Plaza: Lighting (back-lit canopy providing lighting for Plaza); Plaza: Planting (3 four-foot diameter planters, 4 five-foot diameter planters); Plaza: Seating (seating around planters); Plaza: Trees on Street (2); Plaza: Trees within Space (2 in planters)",,,,,,,,,back-lit canopy providing lighting for Plaza,,"3 four-foot diameter planters, 4 five-foot diameter planters",,,,,seating around planters,,,2,2 in planters,,,,,,,None,40.779485,-73.956624 ,0996263,0223267
M080042,Manhattan,1,08,1065,PARK AVENUE,10128,"1065 PARK AVENUE, New York, NY 10128",01516,0001,Carlton Park,Northeast corner of Park Avenue and East 87th Street,1974,33,,"83/69",Completed,"Co-op/Condo; Residential",,,Arcade; Plaza,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,"Harry F. Green/Stephen C. Lyras","Harry F. Green/Stephen C. Lyras",Arcade 1812.00 sf; Plaza 2320.00 sf,24 Hours,Arcade: 24 Hours; Plaza: 24 Hours,Yes,,,"Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Trees within Space","Arcade: None; Plaza: Lighting; Plaza: Litter Receptacles (1); Plaza: Planting (309.5 sf); Plaza: Plaque/Sign; Plaza: Seating (88.9 LF Seating); Plaza: Trees within Space (1)",Yes,,,,,,,,Yes,1,309.5 sf,Yes,,,,88.9 LF Seating,,,,1,,,,,,,"Full/Partial",40.780871,-73.956255 ,0996365,0223772
M080043,Manhattan,1,08,115,EAST 87 STREET,10128,"115 EAST 87 STREET, New York, NY 10128",01516,7502,Carnegie Towers,North side of East 87th Street between Lexington and Park Avenues,1972,40,,"20/69",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Jay Sam Unger & Associates,Jay Sam Unger & Associates,Plaza 2633.40 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.780796,-73.955598 ,0996547,0223745
M080044,Manhattan,1,08,182,EAST 95 STREET,10128,"182 EAST 95 STREET, New York, NY 10128",01523,0034,Highgate,"Southwest corner of Third Avenue and East 95th Street. Additional lot: 1523/34-40.",1980,29,,"32/78",Completed,Residential,,,Residential Plaza,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,"Jarmul, Brizee & Levitt","Jarmul, Brizee & Levitt",Residential Plaza 5220.00 sf,24 Hours,Residential Plaza: 24 Hours,Yes,,,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Residential Plaza: Artwork (east wall of adjacent building (180 East 95th Street) to be treated with artwork approved by the New York City Art Commission); Residential Plaza: Bicycle Parking (Primary Space: 8 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (7.6 cubic feet required); Residential Plaza: Planting (Primary Space: 581.6 sf required, 783 sf planting and 1,141 sf ground cover provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 129 linear feet including 12.9 lf with backs required, 155 lf provided; Usable Residual Space: 45 linear feet including 4.5 lf with backs required, 47 lf provided); Residential Plaza: Trees on Street (5); Residential Plaza: Trees within Space (Primary Space: 4; Usable Residual Space: 2)",,east wall of adjacent building (180 East 95th Street) to be treated with artwork approved by the New York City Art Commission,Primary Space: 8 spaces,,Primary Space: 1,,,,Yes,7.6 cubic feet required,"Primary Space: 581.6 sf required, 783 sf planting and 1,141 sf ground cover provided",Yes,,,,"Primary Space: 129 linear feet including 12.9 lf with backs required, 155 lf provided; Usable Residual Space: 45 linear feet including 4.5 lf with backs required, 47 lf provided",,,5,Primary Space: 4; Usable Residual Space: 2,,,,,,,"Full/Partial",40.784371,-73.950341 ,0998002,0225048
M080046,Manhattan,1,08,200,EAST 82 STREET,10028,"200 EAST 82 STREET, New York, NY 10028",01527,0045,Wimbledon,"Southeast corner of Third Avenue and East 82nd Street. Additional lots: 1527/41,43-45,47,48,146",1980,28,,"24/77",Completed,Residential,,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Schuman Lichtenstein Claman,Schuman Lichtenstein Claman,Plaza 2536.00 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.775905,-73.955688 ,0996523,0221963
M080048,Manhattan,1,08,250,EAST 87 STREET,10128,"250 EAST 87 STREET, New York, NY 10128",01532,0022,Newbury,"Full blockfront on west side of Second Avenue between East 86th and 87th Streets. Original BBL: 1532/30.",1970,30,,"44/68",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Philip Birnbaum,Philip Birnbaum,Plaza 6667.67 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.778385,-73.951833 ,0997590,0222867
M080049,Manhattan,1,08,201,EAST 87 STREET,10128,"201 EAST 87 STREET, New York, NY 10128",01533,0001,Claridge House,Full blockfront on east side of Third Avenue between East 87th and 88th Streets,1975,30,,"12/72",Completed,"Co-op/Condo; Residential",,,Park; Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Park,,Philip Birnbaum,Beyer-Blinder-Belle,Park 2698.90 sf; Plaza 0.00 sf,24 Hours,Park: 24 Hours; Plaza: 24 Hours,Yes,,,Artwork; Lighting; Planting; Seating; Trees within Space; Water Feature,Park: Artwork (sculpture); Park: Planting (ground cover); Park: Seating (seat walls of minimum 16-inch height); Park: Trees within Space (26); Park: Water Feature (pool with water jets and water steps); Plaza: Lighting (Bollard Lights in Plaza area per site plan drawings),,sculpture,,,,,,,Bollard Lights in Plaza area per site plan drawings,,ground cover,,,,,seat walls of minimum 16-inch height,,,,26,pool with water jets and water steps,,,,,,"Full/Partial",40.779615,-73.952840 ,0997311,0223315
M080050,Manhattan,1,08,200,EAST 89 STREET,10128,"200 EAST 89 STREET, New York, NY 10128",01534,7501,Monarch,"Southeast corner of Thrid Avenue and East 89th Street. Original BBL: 1534/1001-1262.",1988,48,,"7/85",Completed,"Co-op/Condo; Residential",,,Residential Plaza,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Third Eighty-Ninth Associates,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron,Residential Plaza 4868.40 sf,Restricted Hours,"Residential Plaza: Restricted Hours (Primary Space: 8:00 am to 8:00 pm or dark, whichever is later)",,"Primary Space: 8:00 am to 8:00 pm or dark, whichever is later",,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Trees on Street; Trees within Space","Residential Plaza: Bicycle Parking (Primary Space: 6 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (1.46 cubic feet required, 2 cf provided); Residential Plaza: Planting (Primary Space: 438 sf required, 865.5 sf provided;  Visual Residual Space: 740.15 sf required, 799.36 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 97.4 linear feet including 9.74 lf with backs required, 101 lf including 86 lf with backs provided; Usable Residual Space: 29.6 linear feet including 2.96 lf with backs required, 37 lf including 18 lf with backs provided); Residential Plaza: Trees on Street (11); Residential Plaza: Trees within Space (Primary Space: 5 required, 17 provided)",,,Primary Space: 6 spaces,,Primary Space: 1,,,,Yes,"1.46 cubic feet required, 2 cf provided","Primary Space: 438 sf required, 865.5 sf provided;  Visual Residual Space: 740.15 sf required, 799.36 sf provided",Yes,,,,"Primary Space: 97.4 linear feet including 9.74 lf with backs required, 101 lf including 86 lf with backs provided; Usable Residual Space: 29.6 linear feet including 2.96 lf with backs required, 37 lf including 18 lf with backs provided",,,11,"Primary Space: 5 required, 17 provided",,,,,,,"Full/Partial",40.780411,-73.952254 ,0997473,0223605
M080051,Manhattan,1,08,200,EAST 90 STREET,10128,"200 EAST 90 STREET, New York, NY 10128",01535,0003,,Southeast corner of Third Avenue and East 90th Street,1974,28,,"23/74",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,"Schuman, Lichtenstein, Claman & Efron","Schuman, Lichtenstein, Claman & Efron",Plaza 5937.71 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.780990,-73.951976 ,0997550,0223816
M080053,Manhattan,1,08,301,EAST 79 STREET,10075,"301 EAST 79 STREET, New York, NY 10075",01542,7501,Continental Towers,"Northeast corner of Second Avenue and East 79th Street. Original BBL: 1542/1101-1545,12,49.",1977,36,,"102/72",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,79th Associates,Philip Birnbaum and Mathews Nielsen,M. Paul Friedberg; Bill Bott and Mathews Nielsen (for alteration in 2003),Plaza 8810.20 sf,24 Hours,Plaza: 24 Hours,Yes,,,"Lighting; Litter Receptacles; Planting; Plaque/Sign; Seating; Tables; Trees within Space","Plaza: Lighting; Plaza: Litter Receptacles (2); Plaza: Planting (37 planters, 12 greenscreen columns with vine plantings); Plaza: Plaque/Sign (1); Plaza: Seating (10 benches containing 20 seats with backs, 16 fixed chairs at tables); Plaza: Tables (4 with checkerboard top); Plaza: Trees within Space (4)",,,,,,,,,Yes,2,"37 planters, 12 greenscreen columns with vine plantings",1,,,,"10 benches containing 20 seats with backs, 16 fixed chairs at tables",,4 with checkerboard top,,4,,,,,,,"Full/Partial",40.773327,-73.954245 ,0996923,0221024
M080054,Manhattan,1,08,345,EAST 80 STREET,10075,"345 EAST 80 STREET, New York, NY 10075",01543,7501,East Winds,"Full blockfront on west side of First Avenue between East 80th and 81st Streets. Original BBL: 1543/1001-1335.",1973,33,,"107/68",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Philip Birnbaum,Philip Birnbaum,Plaza 7070.00 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.773469,-73.952306 ,0997460,0221076
M080055,Manhattan,1,08,303,EAST 83 STREET,10028,"303 EAST 83 STREET, New York, NY 10028",01546,0001,Camargue,"Northeast corner of Second Avenue and East 83rd Street. Additional lot: 1546/1, 50",1977,30,,"41/73",Completed,Residential,,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Romford Realty Corporation,Philip Birnbaum,Philip Birnbaum,Plaza 6518.10 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.776028,-73.952651 ,0997364,0222008
M080056,Manhattan,1,08,353,EAST 83 STREET,10028,"353 EAST 83 STREET, New York, NY 10028",01546,0023,,Northwest corner of First Avenue and East 83rd Street,1968,22,,"39/66",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Philip Birnbaum,Philip Birnbaum,Plaza 5640.62 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.775349,-73.950900 ,0997849,0221761
M080057,Manhattan,1,08,351,EAST 84 STREET,10028,"351 EAST 84 STREET, New York, NY 10028",01547,0023,Adams Tower,Full blockfront on west side of First Avenue between East 84th and 85th Streets,1969,32,,"18/66",Completed,"Co-op/Condo; Residential",,,Plaza,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Wechsler & Schimenti,Wechsler & Schimenti,Plaza 6694.95 sf,24 Hours,Plaza: 24 Hours,Yes,,,None,Plaza: None,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,"Full/Partial",40.775920,-73.950449 ,0997974,0221969
M080058,Manhattan,1,08,300,EAST 85 STREET,10028,"300 EAST 85 STREET, New York, NY 10028",01547,0049,America,"Southeast corner of Second Avenue and East 85th Street. Additional lots: 1547/ 2, 3, 49, 104.",1987,40,,"82/85",Completed,"Co-op/Condo; Residential",,,Residential Plaza,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Ian Bruce Eichner,"Murphy/Jahn","Murphy/Jahn",Residential Plaza 5300.00 sf,24 Hours,Residential Plaza: 24 Hours,Yes,,,"Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Trees on Street; Trees within Space","Residential Plaza: Artwork (Primary Space: sculpture); Residential Plaza: Bicycle Parking (Primary Space: 7 spaces required, 8 provided); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (6.36 cubic feet); Residential Plaza: Planting (Primary Space: 477 sf required, 489 sf provided; Usable Residual Space: 144 sf required, 166.9 sf provided; Visual Residual Space: 812 sf required, 922.5 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Retail Frontage; Residential Plaza: Seating (Primary Space: 40 linear feet including 4 lf with backs required, 60 lf including 44 lf with backs provided; Usable Residual Space: 12 linear feet including 1.2 lf with backs required, 63 lf including 5 lf with backs provided); Residential Plaza: Trees on Street (12); Residential Plaza: Trees within Space (Primary Space: 4 required, 6 provided; Usable Residual Space: 1 required, 2 provided)",,Primary Space: sculpture,"Primary Space: 7 spaces required, 8 provided",,Primary Space: 1,,,,Yes,6.36 cubic feet,"Primary Space: 477 sf required, 489 sf provided; Usable Residual Space: 144 sf required, 166.9 sf provided; Visual Residual Space: 812 sf required, 922.5 sf provided",Yes,,,Yes,"Primary Space: 40 linear feet including 4 lf with backs required, 60 lf including 44 lf with backs provided; Usable Residual Space: 12 linear feet including 1.2 lf with backs required, 63 lf including 5 lf with backs provided",,,12,"Primary Space: 4 required, 6 provided; Usable Residual Space: 1 required, 2 provided",,,,,,,"Full/Partial",40.776864,-73.952051 ,0997530,0222313
